UID,EventType,EventName,LocalTime,StayTime,Source,OS,Gender,Age,Level,Version,isGray
05439440,browse,Videos,1686308376732,1958,push,Android,f,35,0,4.13,N,
05439440,browse,Live,1686308378732,2000,push,Android,f,35,0,4.13,N,
05439440,browse,GoodList,1686308380764,2032,push,Android,f,35,0,4.13,N,
05439440,browse,Videos,1686308382738,1974,push,Android,f,35,0,4.13,N,
05439440,browse,Live,1686308384779,2041,push,Android,f,35,0,4.13,N,
05439440,browse,Instructions,1686308386612,1833,push,Android,f,35,0,4.13,N,
05439440,browse,Live,1686308388784,2172,push,Android,f,35,0,4.13,N,
05439440,browse,GoodDetail,1686308390992,2208,push,Android,f,35,0,4.13,N,
05439440,click,AddToCart,1686308392864,1872,push,Android,f,35,0,4.13,N,
10591651,browse,Activity,1686324236254,1872,push,iOS,f,59,0,4.13,N,
10591651,browse,GoodList,1686324238346,2092,push,iOS,f,59,0,4.13,N,
10591651,browse,Videos,1686324240447,2101,push,iOS,f,59,0,4.13,N,
10591651,browse,Activity,1686324242549,2102,push,iOS,f,59,0,4.13,N,
10591651,browse,Personal,1686324244624,2075,push,iOS,f,59,0,4.13,N,
10591651,browse,GoodList,1686324246694,2070,push,iOS,f,59,0,4.13,N,
10591651,browse,Live,1686324248803,2109,push,iOS,f,59,0,4.13,N,
10591651,browse,Live,1686324250709,1906,push,iOS,f,59,0,4.13,N,
10591651,browse,Activity,1686324252707,1998,push,iOS,f,59,0,4.13,N,
10591651,browse,GoodList,1686324254695,1988,push,iOS,f,59,0,4.13,N,
10591651,browse,Activity,1686324256720,2025,push,iOS,f,59,0,4.13,N,
10591651,browse,GoodList,1686324258910,2190,push,iOS,f,59,0,4.13,N,
10591651,browse,GoodDetail,1686324260849,1939,push,iOS,f,59,0,4.13,N,
10591651,click,AddToCart,1686324262952,2103,push,iOS,f,59,0,4.13,N,
17197335,browse,Activity,1686312784517,2103,push,Android,f,51,0,4.13,N,
17197335,browse,Videos,1686312786355,1838,push,Android,f,51,0,4.13,N,
17197335,browse,Videos,1686312788322,1967,push,Android,f,51,0,4.13,N,
17197335,browse,GoodList,1686312790480,2158,push,Android,f,51,0,4.13,N,
17197335,browse,Live,1686312792435,1955,push,Android,f,51,0,4.13,N,
17197335,browse,Activity,1686312794428,1993,push,Android,f,51,0,4.13,N,
17197335,browse,Live,1686312796228,1800,push,Android,f,51,0,4.13,N,
17197335,browse,Videos,1686312798112,1884,push,Android,f,51,0,4.13,N,
17197335,browse,GoodList,1686312800177,2065,push,Android,f,51,0,4.13,N,
17197335,browse,GoodDetail,1686312802053,1876,push,Android,f,51,0,4.13,N,
17197335,click,AddToCart,1686312804017,1964,push,Android,f,51,0,4.13,N,
20701886,browse,Activity,1686317104906,1964,natural,iOS,f,36,2,4.13,N,
20701886,browse,GoodList,1686317106807,1901,natural,iOS,f,36,2,4.13,N,
20701886,browse,Activity,1686317108637,1830,natural,iOS,f,36,2,4.13,N,
20701886,browse,Videos,1686317110628,1991,natural,iOS,f,36,2,4.13,N,
20701886,browse,Instructions,1686317112494,1866,natural,iOS,f,36,2,4.13,N,
20701886,browse,Videos,1686317114532,2038,natural,iOS,f,36,2,4.13,N,
20701886,browse,GoodList,1686317116499,1967,natural,iOS,f,36,2,4.13,N,
20701886,browse,Live,1686317118395,1896,natural,iOS,f,36,2,4.13,N,
20701886,browse,GoodDetail,1686317120400,2005,natural,iOS,f,36,2,4.13,N,
20701886,click,AddToCart,1686317122483,2083,natural,iOS,f,36,2,4.13,N,
23488358,browse,Activity,1686274638638,2083,natural,iOS,f,36,1,4.13,N,
23488358,browse,Videos,1686274640484,1846,natural,iOS,f,36,1,4.13,N,
23488358,browse,Live,1686274642286,1802,natural,iOS,f,36,1,4.13,N,
23488358,browse,Videos,1686274644279,1993,natural,iOS,f,36,1,4.13,N,
23488358,browse,GoodList,1686274646283,2004,natural,iOS,f,36,1,4.13,N,
23488358,browse,Activity,1686274648231,1948,natural,iOS,f,36,1,4.13,N,
23488358,browse,Live,1686274650127,1896,natural,iOS,f,36,1,4.13,N,
23488358,browse,Live,1686274652125,1998,natural,iOS,f,36,1,4.13,N,
23488358,browse,GoodList,1686274654080,1955,natural,iOS,f,36,1,4.13,N,
23488358,browse,Activity,1686274656075,1995,natural,iOS,f,36,1,4.13,N,
23488358,browse,Videos,1686274658104,2029,natural,iOS,f,36,1,4.13,N,
23488358,browse,Videos,1686274660141,2037,natural,iOS,f,36,1,4.13,N,
23488358,browse,GoodList,1686274662118,1977,natural,iOS,f,36,1,4.13,N,
23488358,browse,Live,1686274664182,2064,natural,iOS,f,36,1,4.13,N,
23488358,browse,Activity,1686274666263,2081,natural,iOS,f,36,1,4.13,N,
23488358,browse,GoodList,1686274668159,1896,natural,iOS,f,36,1,4.13,N,
23488358,browse,GoodDetail,1686274670086,1927,natural,iOS,f,36,1,4.13,N,
23488358,browse,Instructions,1686274671972,1886,natural,iOS,f,36,1,4.13,N,
23488358,browse,Videos,1686274673957,1985,natural,iOS,f,36,1,4.13,N,
23488358,click,AddToCart,1686274675928,1971,natural,iOS,f,36,1,4.13,N,
12745437,browse,Activity,1686320897225,1971,natural,Android,f,35,0,4.13,N,
12745437,browse,Videos,1686320899216,1991,natural,Android,f,35,0,4.13,N,
12745437,browse,GoodList,1686320901127,1911,natural,Android,f,35,0,4.13,N,
12745437,browse,Videos,1686320903070,1943,natural,Android,f,35,0,4.13,N,
12745437,browse,Activity,1686320905053,1983,natural,Android,f,35,0,4.13,N,
12745437,browse,Videos,1686320907060,2007,natural,Android,f,35,0,4.13,N,
12745437,browse,Live,1686320909085,2025,natural,Android,f,35,0,4.13,N,
12745437,browse,GoodList,1686320910941,1856,natural,Android,f,35,0,4.13,N,
12745437,browse,Activity,1686320912870,1929,natural,Android,f,35,0,4.13,N,
12745437,browse,Live,1686320914840,1970,natural,Android,f,35,0,4.13,N,
12745437,browse,GoodList,1686320916857,2017,natural,Android,f,35,0,4.13,N,
12745437,browse,Videos,1686320918996,2139,natural,Android,f,35,0,4.13,N,
12745437,browse,Videos,1686320920951,1955,natural,Android,f,35,0,4.13,N,
12745437,browse,Activity,1686320922961,2010,natural,Android,f,35,0,4.13,N,
12745437,browse,GoodList,1686320924824,1863,natural,Android,f,35,0,4.13,N,
12745437,browse,Live,1686320926764,1940,natural,Android,f,35,0,4.13,N,
12745437,browse,Live,1686320928663,1899,natural,Android,f,35,0,4.13,N,
12745437,browse,GoodDetail,1686320930626,1963,natural,Android,f,35,0,4.13,N,
12745437,browse,Instructions,1686320932780,2154,natural,Android,f,35,0,4.13,N,
12745437,click,AddToCart,1686320934877,2097,natural,Android,f,35,0,4.13,N,
09941538,browse,Activity,1686291419411,2097,push,Android,f,23,1,4.13,N,
09941538,browse,GoodList,1686291421410,1999,push,Android,f,23,1,4.13,N,
09941538,browse,Instructions,1686291423362,1952,push,Android,f,23,1,4.13,N,
09941538,browse,Activity,1686291425294,1932,push,Android,f,23,1,4.13,N,
09941538,browse,GoodList,1686291427277,1983,push,Android,f,23,1,4.13,N,
09941538,browse,Activity,1686291429257,1980,push,Android,f,23,1,4.13,N,
09941538,browse,Live,1686291431288,2031,push,Android,f,23,1,4.13,N,
09941538,browse,GoodList,1686291433215,1927,push,Android,f,23,1,4.13,N,
09941538,browse,Activity,1686291434986,1771,push,Android,f,23,1,4.13,N,
09941538,browse,GoodList,1686291436815,1829,push,Android,f,23,1,4.13,N,
09941538,browse,GoodDetail,1686291438805,1990,push,Android,f,23,1,4.13,N,
09941538,browse,Live,1686291440693,1888,push,Android,f,23,1,4.13,N,
09941538,click,AddToCart,1686291442709,2016,push,Android,f,23,1,4.13,N,
22501007,browse,Activity,1686313527227,2016,push,Android,m,43,0,4.13,N,
22501007,browse,GoodList,1686313529053,1826,push,Android,m,43,0,4.13,N,
22501007,browse,Live,1686313530968,1915,push,Android,m,43,0,4.13,N,
22501007,browse,GoodDetail,1686313533076,2108,push,Android,m,43,0,4.13,N,
22501007,click,AddToCart,1686313535163,2087,push,Android,m,43,0,4.13,N,
16397198,browse,Activity,1686307708293,2087,push,Android,m,42,0,4.13,N,
16397198,browse,GoodList,1686307710135,1842,push,Android,m,42,0,4.13,N,
16397198,browse,Videos,1686307712136,2001,push,Android,m,42,0,4.13,N,
16397198,browse,Videos,1686307713801,1665,push,Android,m,42,0,4.13,N,
16397198,browse,Activity,1686307715908,2107,push,Android,m,42,0,4.13,N,
16397198,browse,GoodList,1686307717760,1852,push,Android,m,42,0,4.13,N,
16397198,browse,Activity,1686307719753,1993,push,Android,m,42,0,4.13,N,
16397198,browse,Videos,1686307721878,2125,push,Android,m,42,0,4.13,N,
16397198,browse,GoodList,1686307723901,2023,push,Android,m,42,0,4.13,N,
16397198,browse,Activity,1686307726024,2123,push,Android,m,42,0,4.13,N,
16397198,browse,Personal,1686307728062,2038,push,Android,m,42,0,4.13,N,
16397198,browse,GoodList,1686307729853,1791,push,Android,m,42,0,4.13,N,
16397198,browse,GoodDetail,1686307731788,1935,push,Android,m,42,0,4.13,N,
16397198,click,AddToCart,1686307733792,2004,push,Android,m,42,0,4.13,N,
24585131,browse,Activity,1686317978360,2004,push,Android,f,47,0,4.13,N,
24585131,browse,GoodList,1686317980358,1998,push,Android,f,47,0,4.13,N,
24585131,browse,GoodDetail,1686317982130,1772,push,Android,f,47,0,4.13,N,
24585131,browse,GoodList,1686317983910,1780,push,Android,f,47,0,4.13,N,
24585131,browse,GoodDetail,1686317985842,1932,push,Android,f,47,0,4.13,N,
24585131,browse,Live,1686317987829,1987,push,Android,f,47,0,4.13,N,
24585131,browse,GoodList,1686317989682,1853,push,Android,f,47,0,4.13,N,
24585131,browse,Videos,1686317991742,2060,push,Android,f,47,0,4.13,N,
24585131,browse,GoodDetail,1686317993593,1851,push,Android,f,47,0,4.13,N,
24585131,browse,GoodList,1686317995743,2150,push,Android,f,47,0,4.13,N,
24585131,browse,GoodDetail,1686317997741,1998,push,Android,f,47,0,4.13,N,
24585131,click,Payment,1686317999775,2034,push,Android,f,47,0,4.13,N,
24585131,browse,Videos,1686318001817,2042,push,Android,f,47,0,4.13,N,
24585131,browse,Live,1686318003856,2039,push,Android,f,47,0,4.13,N,
24585131,browse,PaySuccess,1686318006006,2150,push,Android,f,47,0,4.13,N,
23358804,browse,Activity,1686316487589,2150,push,iOS,f,46,2,4.13,N,
23358804,browse,Live,1686316489519,1930,push,iOS,f,46,2,4.13,N,
23358804,browse,GoodList,1686316491385,1866,push,iOS,f,46,2,4.13,N,
23358804,browse,Activity,1686316493305,1920,push,iOS,f,46,2,4.13,N,
23358804,browse,GoodList,1686316495308,2003,push,iOS,f,46,2,4.13,N,
23358804,browse,GoodDetail,1686316497422,2114,push,iOS,f,46,2,4.13,N,
23358804,click,Payment,1686316499449,2027,push,iOS,f,46,2,4.13,N,
23358804,browse,PaySuccess,1686316501509,2060,push,iOS,f,46,2,4.13,N,
02699761,browse,Activity,1686287981727,2060,push,Android,f,15,0,4.13,N,
02699761,browse,Live,1686287983667,1940,push,Android,f,15,0,4.13,N,
02699761,browse,Videos,1686287985547,1880,push,Android,f,15,0,4.13,N,
02699761,browse,Videos,1686287987561,2014,push,Android,f,15,0,4.13,N,
02699761,browse,Instructions,1686287989371,1810,push,Android,f,15,0,4.13,N,
02699761,browse,GoodList,1686287991223,1852,push,Android,f,15,0,4.13,N,
02699761,browse,Live,1686287993389,2166,push,Android,f,15,0,4.13,N,
02699761,browse,Activity,1686287995442,2053,push,Android,f,15,0,4.13,N,
02699761,browse,Videos,1686287997437,1995,push,Android,f,15,0,4.13,N,
02699761,browse,Videos,1686287999400,1963,push,Android,f,15,0,4.13,N,
02699761,browse,GoodList,1686288001311,1911,push,Android,f,15,0,4.13,N,
02699761,browse,GoodDetail,1686288003367,2056,push,Android,f,15,0,4.13,N,
02699761,browse,GoodList,1686288005347,1980,push,Android,f,15,0,4.13,N,
02699761,browse,GoodDetail,1686288007447,2100,push,Android,f,15,0,4.13,N,
02699761,browse,Videos,1686288009421,1974,push,Android,f,15,0,4.13,N,
02699761,browse,Videos,1686288011523,2102,push,Android,f,15,0,4.13,N,
02699761,browse,Videos,1686288013438,1915,push,Android,f,15,0,4.13,N,
02699761,click,AddToCart,1686288015363,1925,push,Android,f,15,0,4.13,N,
06947845,browse,Activity,1686308985628,1925,push,iOS,m,45,0,4.13,N,
06947845,browse,Videos,1686308987544,1916,push,iOS,m,45,0,4.13,N,
06947845,browse,Live,1686308989619,2075,push,iOS,m,45,0,4.13,N,
06947845,browse,GoodList,1686308991725,2106,push,iOS,m,45,0,4.13,N,
06947845,browse,Activity,1686308993702,1977,push,iOS,m,45,0,4.13,N,
06947845,browse,Videos,1686308995638,1936,push,iOS,m,45,0,4.13,N,
06947845,browse,Live,1686308997444,1806,push,iOS,m,45,0,4.13,N,
06947845,browse,Videos,1686308999330,1886,push,iOS,m,45,0,4.13,N,
06947845,browse,GoodList,1686309001363,2033,push,iOS,m,45,0,4.13,N,
06947845,browse,GoodDetail,1686309003426,2063,push,iOS,m,45,0,4.13,N,
06947845,click,AddToCart,1686309005359,1933,push,iOS,m,45,0,4.13,N,
15452155,browse,Activity,1686260803756,1933,push,Android,f,50,1,4.13,N,
15452155,browse,GoodList,1686260805858,2102,push,Android,f,50,1,4.13,N,
15452155,browse,Instructions,1686260807859,2001,push,Android,f,50,1,4.13,N,
15452155,browse,GoodDetail,1686260809895,2036,push,Android,f,50,1,4.13,N,
15452155,browse,Live,1686260811893,1998,push,Android,f,50,1,4.13,N,
15452155,click,AddToCart,1686260813850,1957,push,Android,f,50,1,4.13,N,
10632559,browse,Activity,1686282258452,1957,push,Android,f,42,1,4.13,N,
10632559,browse,GoodList,1686282260485,2033,push,Android,f,42,1,4.13,N,
10632559,browse,Videos,1686282262377,1892,push,Android,f,42,1,4.13,N,
10632559,browse,Live,1686282264298,1921,push,Android,f,42,1,4.13,N,
10632559,browse,Live,1686282266448,2150,push,Android,f,42,1,4.13,N,
10632559,browse,Live,1686282268537,2089,push,Android,f,42,1,4.13,N,
10632559,browse,Videos,1686282270438,1901,push,Android,f,42,1,4.13,N,
10632559,browse,Activity,1686282272408,1970,push,Android,f,42,1,4.13,N,
10632559,browse,GoodList,1686282274117,1709,push,Android,f,42,1,4.13,N,
10632559,browse,GoodDetail,1686282275990,1873,push,Android,f,42,1,4.13,N,
10632559,browse,GoodList,1686282278113,2123,push,Android,f,42,1,4.13,N,
10632559,browse,Live,1686282280043,1930,push,Android,f,42,1,4.13,N,
10632559,browse,GoodDetail,1686282281994,1951,push,Android,f,42,1,4.13,N,
10632559,click,AddToCart,1686282283958,1964,push,Android,f,42,1,4.13,N,
13379540,browse,Activity,1686319987170,1964,natural,iOS,f,47,0,4.13,N,
13379540,browse,Instructions,1686319988943,1773,natural,iOS,f,47,0,4.13,N,
13379540,browse,GoodList,1686319990940,1997,natural,iOS,f,47,0,4.13,N,
13379540,browse,GoodDetail,1686319993028,2088,natural,iOS,f,47,0,4.13,N,
13379540,browse,Videos,1686319994993,1965,natural,iOS,f,47,0,4.13,N,
13379540,click,AddToCart,1686319996970,1977,natural,iOS,f,47,0,4.13,N,
10087783,browse,Activity,1686284271469,1977,push,Android,f,33,0,4.13,N,
10087783,browse,GoodList,1686284273535,2066,push,Android,f,33,0,4.13,N,
10087783,browse,Activity,1686284275417,1882,push,Android,f,33,0,4.13,N,
10087783,browse,Live,1686284277420,2003,push,Android,f,33,0,4.13,N,
10087783,browse,GoodList,1686284279414,1994,push,Android,f,33,0,4.13,N,
10087783,browse,Live,1686284281464,2050,push,Android,f,33,0,4.13,N,
10087783,browse,GoodDetail,1686284283210,1746,push,Android,f,33,0,4.13,N,
10087783,click,AddToCart,1686284285132,1922,push,Android,f,33,0,4.13,N,
19388008,browse,Activity,1686312630930,1922,natural,iOS,m,8,0,4.13,N,
19388008,browse,Live,1686312633129,2199,natural,iOS,m,8,0,4.13,N,
19388008,browse,Live,1686312635379,2250,natural,iOS,m,8,0,4.13,N,
19388008,browse,GoodList,1686312637530,2151,natural,iOS,m,8,0,4.13,N,
19388008,browse,Live,1686312639596,2066,natural,iOS,m,8,0,4.13,N,
19388008,browse,Live,1686312641591,1995,natural,iOS,m,8,0,4.13,N,
19388008,browse,Activity,1686312643453,1862,natural,iOS,m,8,0,4.13,N,
19388008,browse,Live,1686312645454,2001,natural,iOS,m,8,0,4.13,N,
19388008,browse,Settings,1686312647549,2095,natural,iOS,m,8,0,4.13,N,
19388008,browse,Videos,1686312649434,1885,natural,iOS,m,8,0,4.13,N,
19388008,browse,GoodList,1686312651334,1900,natural,iOS,m,8,0,4.13,N,
19388008,browse,Videos,1686312653447,2113,natural,iOS,m,8,0,4.13,N,
19388008,browse,Videos,1686312655575,2128,natural,iOS,m,8,0,4.13,N,
19388008,browse,Settings,1686312657634,2059,natural,iOS,m,8,0,4.13,N,
19388008,browse,GoodDetail,1686312659489,1855,natural,iOS,m,8,0,4.13,N,
19388008,click,AddToCart,1686312661685,2196,natural,iOS,m,8,0,4.13,N,
11181868,browse,Activity,1686315673194,2196,push,Android,m,46,1,4.13,N,
11181868,browse,GoodList,1686315675151,1957,push,Android,m,46,1,4.13,N,
11181868,browse,Activity,1686315677147,1996,push,Android,m,46,1,4.13,N,
11181868,browse,GoodList,1686315679267,2120,push,Android,m,46,1,4.13,N,
11181868,browse,Activity,1686315681362,2095,push,Android,m,46,1,4.13,N,
11181868,browse,GoodList,1686315683392,2030,push,Android,m,46,1,4.13,N,
11181868,browse,Activity,1686315685461,2069,push,Android,m,46,1,4.13,N,
11181868,browse,GoodList,1686315687532,2071,push,Android,m,46,1,4.13,N,
11181868,browse,GoodDetail,1686315689560,2028,push,Android,m,46,1,4.13,N,
11181868,click,AddToCart,1686315691449,1889,push,Android,m,46,1,4.13,N,
05490516,browse,Activity,1686323224212,1889,push,Android,m,31,0,4.13,N,
05490516,browse,GoodList,1686323226279,2067,push,Android,m,31,0,4.13,N,
05490516,browse,GoodDetail,1686323228165,1886,push,Android,m,31,0,4.13,N,
05490516,browse,GoodList,1686323230146,1981,push,Android,m,31,0,4.13,N,
05490516,browse,Videos,1686323232040,1894,push,Android,m,31,0,4.13,N,
05490516,browse,GoodDetail,1686323234065,2025,push,Android,m,31,0,4.13,N,
05490516,browse,Live,1686323236153,2088,push,Android,m,31,0,4.13,N,
05490516,browse,GoodList,1686323238117,1964,push,Android,m,31,0,4.13,N,
05490516,browse,GoodDetail,1686323240180,2063,push,Android,m,31,0,4.13,N,
05490516,browse,GoodList,1686323242326,2146,push,Android,m,31,0,4.13,N,
05490516,browse,GoodDetail,1686323244331,2005,push,Android,m,31,0,4.13,N,
05490516,click,AddToCart,1686323246383,2052,push,Android,m,31,0,4.13,N,
03020929,browse,Activity,1686315032618,2052,push,iOS,f,44,0,4.13,N,
03020929,browse,Personal,1686315034416,1798,push,iOS,f,44,0,4.13,N,
03020929,browse,GoodList,1686315036260,1844,push,iOS,f,44,0,4.13,N,
03020929,browse,Activity,1686315038203,1943,push,iOS,f,44,0,4.13,N,
03020929,browse,Instructions,1686315040039,1836,push,iOS,f,44,0,4.13,N,
03020929,browse,Videos,1686315042145,2106,push,iOS,f,44,0,4.13,N,
03020929,browse,GoodList,1686315044145,2000,push,iOS,f,44,0,4.13,N,
03020929,browse,GoodDetail,1686315046184,2039,push,iOS,f,44,0,4.13,N,
03020929,browse,Live,1686315048285,2101,push,iOS,f,44,0,4.13,N,
03020929,browse,Videos,1686315050362,2077,push,iOS,f,44,0,4.13,N,
03020929,browse,Videos,1686315052239,1877,push,iOS,f,44,0,4.13,N,
03020929,browse,Live,1686315054033,1794,push,iOS,f,44,0,4.13,N,
03020929,click,Payment,1686315056081,2048,push,iOS,f,44,0,4.13,N,
03020929,browse,Videos,1686315058034,1953,push,iOS,f,44,0,4.13,N,
03020929,browse,Instructions,1686315060264,2230,push,iOS,f,44,0,4.13,N,
03020929,browse,PaySuccess,1686315062227,1963,push,iOS,f,44,0,4.13,N,
21737969,browse,Activity,1686320210187,1963,natural,Android,f,30,0,4.13,N,
21737969,browse,GoodList,1686320212244,2057,natural,Android,f,30,0,4.13,N,
21737969,browse,GoodDetail,1686320214428,2184,natural,Android,f,30,0,4.13,N,
21737969,browse,Videos,1686320216588,2160,natural,Android,f,30,0,4.13,N,
21737969,browse,GoodList,1686320218598,2010,natural,Android,f,30,0,4.13,N,
21737969,browse,Videos,1686320220578,1980,natural,Android,f,30,0,4.13,N,
21737969,browse,GoodDetail,1686320222716,2138,natural,Android,f,30,0,4.13,N,
21737969,browse,GoodList,1686320224715,1999,natural,Android,f,30,0,4.13,N,
21737969,browse,Live,1686320226719,2004,natural,Android,f,30,0,4.13,N,
21737969,browse,Videos,1686320228744,2025,natural,Android,f,30,0,4.13,N,
21737969,browse,Live,1686320230790,2046,natural,Android,f,30,0,4.13,N,
21737969,browse,GoodDetail,1686320232777,1987,natural,Android,f,30,0,4.13,N,
21737969,browse,Videos,1686320235147,2370,natural,Android,f,30,0,4.13,N,
21737969,browse,Videos,1686320237073,1926,natural,Android,f,30,0,4.13,N,
21737969,browse,GoodList,1686320239086,2013,natural,Android,f,30,0,4.13,N,
21737969,browse,GoodDetail,1686320241066,1980,natural,Android,f,30,0,4.13,N,
21737969,browse,Videos,1686320242994,1928,natural,Android,f,30,0,4.13,N,
21737969,click,Payment,1686320244966,1972,natural,Android,f,30,0,4.13,N,
21737969,browse,PaySuccess,1686320247011,2045,natural,Android,f,30,0,4.13,N,
15094952,browse,Activity,1686309802965,2045,natural,Android,m,41,0,4.13,N,
15094952,browse,GoodList,1686309805207,2242,natural,Android,m,41,0,4.13,N,
15094952,browse,Videos,1686309807119,1912,natural,Android,m,41,0,4.13,N,
15094952,browse,GoodDetail,1686309809057,1938,natural,Android,m,41,0,4.13,N,
15094952,browse,Live,1686309810815,1758,natural,Android,m,41,0,4.13,N,
15094952,browse,Videos,1686309812921,2106,natural,Android,m,41,0,4.13,N,
15094952,browse,Videos,1686309814729,1808,natural,Android,m,41,0,4.13,N,
15094952,browse,GoodList,1686309816767,2038,natural,Android,m,41,0,4.13,N,
15094952,browse,GoodDetail,1686309818784,2017,natural,Android,m,41,0,4.13,N,
15094952,browse,GoodList,1686309820768,1984,natural,Android,m,41,0,4.13,N,
15094952,browse,GoodDetail,1686309822906,2138,natural,Android,m,41,0,4.13,N,
15094952,browse,GoodList,1686309824980,2074,natural,Android,m,41,0,4.13,N,
15094952,browse,Live,1686309826947,1967,natural,Android,m,41,0,4.13,N,
15094952,browse,Videos,1686309829086,2139,natural,Android,m,41,0,4.13,N,
15094952,browse,Live,1686309830927,1841,natural,Android,m,41,0,4.13,N,
15094952,browse,Videos,1686309832900,1973,natural,Android,m,41,0,4.13,N,
15094952,browse,GoodDetail,1686309834757,1857,natural,Android,m,41,0,4.13,N,
15094952,click,AddToCart,1686309836812,2055,natural,Android,m,41,0,4.13,N,
22677726,browse,Activity,1686306731940,2055,push,iOS,f,49,1,4.13,N,
22677726,browse,Live,1686306733881,1941,push,iOS,f,49,1,4.13,N,
22677726,browse,GoodList,1686306736126,2245,push,iOS,f,49,1,4.13,N,
22677726,browse,Activity,1686306738032,1906,push,iOS,f,49,1,4.13,N,
22677726,browse,GoodList,1686306740115,2083,push,iOS,f,49,1,4.13,N,
22677726,browse,Live,1686306742165,2050,push,iOS,f,49,1,4.13,N,
22677726,browse,Activity,1686306744107,1942,push,iOS,f,49,1,4.13,N,
22677726,browse,GoodList,1686306746198,2091,push,iOS,f,49,1,4.13,N,
22677726,browse,Activity,1686306748210,2012,push,iOS,f,49,1,4.13,N,
22677726,browse,GoodList,1686306750265,2055,push,iOS,f,49,1,4.13,N,
22677726,browse,Live,1686306752327,2062,push,iOS,f,49,1,4.13,N,
22677726,browse,GoodDetail,1686306754523,2196,push,iOS,f,49,1,4.13,N,
22677726,browse,Videos,1686306756583,2060,push,iOS,f,49,1,4.13,N,
22677726,click,AddToCart,1686306758540,1957,push,iOS,f,49,1,4.13,N,
17348133,browse,Activity,1686302066788,1957,natural,Android,f,39,1,4.13,N,
17348133,browse,Live,1686302068812,2024,natural,Android,f,39,1,4.13,N,
17348133,browse,Live,1686302070841,2029,natural,Android,f,39,1,4.13,N,
17348133,browse,GoodList,1686302072702,1861,natural,Android,f,39,1,4.13,N,
17348133,browse,Live,1686302074659,1957,natural,Android,f,39,1,4.13,N,
17348133,browse,Videos,1686302076703,2044,natural,Android,f,39,1,4.13,N,
17348133,browse,Videos,1686302078638,1935,natural,Android,f,39,1,4.13,N,
17348133,browse,GoodDetail,1686302080672,2034,natural,Android,f,39,1,4.13,N,
17348133,browse,Videos,1686302082744,2072,natural,Android,f,39,1,4.13,N,
17348133,browse,Videos,1686302084915,2171,natural,Android,f,39,1,4.13,N,
17348133,click,AddToCart,1686302086884,1969,natural,Android,f,39,1,4.13,N,
04360937,browse,Activity,1686303454901,1969,push,Android,f,36,1,4.13,N,
04360937,browse,Videos,1686303456908,2007,push,Android,f,36,1,4.13,N,
04360937,browse,Live,1686303458902,1994,push,Android,f,36,1,4.13,N,
04360937,browse,Videos,1686303460605,1703,push,Android,f,36,1,4.13,N,
04360937,browse,GoodList,1686303462653,2048,push,Android,f,36,1,4.13,N,
04360937,browse,Videos,1686303464834,2181,push,Android,f,36,1,4.13,N,
04360937,browse,Videos,1686303466744,1910,push,Android,f,36,1,4.13,N,
04360937,browse,Videos,1686303468908,2164,push,Android,f,36,1,4.13,N,
04360937,browse,Activity,1686303470932,2024,push,Android,f,36,1,4.13,N,
04360937,browse,GoodList,1686303472953,2021,push,Android,f,36,1,4.13,N,
04360937,browse,Live,1686303474997,2044,push,Android,f,36,1,4.13,N,
04360937,browse,GoodDetail,1686303476975,1978,push,Android,f,36,1,4.13,N,
04360937,browse,Videos,1686303478803,1828,push,Android,f,36,1,4.13,N,
04360937,browse,Live,1686303480626,1823,push,Android,f,36,1,4.13,N,
04360937,browse,GoodList,1686303482418,1792,push,Android,f,36,1,4.13,N,
04360937,browse,Videos,1686303484305,1887,push,Android,f,36,1,4.13,N,
04360937,browse,GoodDetail,1686303486299,1994,push,Android,f,36,1,4.13,N,
04360937,click,AddToCart,1686303488322,2023,push,Android,f,36,1,4.13,N,
00865950,browse,Activity,1686303479639,2023,natural,Android,f,29,0,4.13,N,
00865950,browse,GoodList,1686303481788,2149,natural,Android,f,29,0,4.13,N,
00865950,browse,GoodDetail,1686303483537,1749,natural,Android,f,29,0,4.13,N,
00865950,browse,GoodList,1686303485665,2128,natural,Android,f,29,0,4.13,N,
00865950,browse,GoodDetail,1686303487704,2039,natural,Android,f,29,0,4.13,N,
00865950,browse,GoodList,1686303489786,2082,natural,Android,f,29,0,4.13,N,
00865950,browse,GoodDetail,1686303491739,1953,natural,Android,f,29,0,4.13,N,
00865950,browse,GoodList,1686303493729,1990,natural,Android,f,29,0,4.13,N,
00865950,browse,GoodDetail,1686303495792,2063,natural,Android,f,29,0,4.13,N,
00865950,click,AddToCart,1686303497769,1977,natural,Android,f,29,0,4.13,N,
23833214,browse,Activity,1686275019967,1977,push,Android,m,38,1,4.13,N,
23833214,browse,GoodList,1686275022007,2040,push,Android,m,38,1,4.13,N,
23833214,browse,Activity,1686275024203,2196,push,Android,m,38,1,4.13,N,
23833214,browse,GoodList,1686275026370,2167,push,Android,m,38,1,4.13,N,
23833214,browse,Live,1686275028342,1972,push,Android,m,38,1,4.13,N,
23833214,browse,Videos,1686275030331,1989,push,Android,m,38,1,4.13,N,
23833214,browse,GoodDetail,1686275032375,2044,push,Android,m,38,1,4.13,N,
23833214,click,Payment,1686275034432,2057,push,Android,m,38,1,4.13,N,
23833214,browse,Videos,1686275036245,1813,push,Android,m,38,1,4.13,N,
